name,n_beds,distance_text,distance_value,duration_in_traffic_text,duration_in_traffic_value,duration_text,duration_value,full_direction,gps,internal_url,external_url,mobile,phone,price,description
Gite De Cinq Ans,18,177 km,176586,1 hour 49 mins,6533,1 hour 48 mins,6465,"2-8 Rue de Cinq Ans, 72600 Mamers, France","48.351499,0.371582",http://www.grandsgites.com/gite-72-de5ans-2664.htm,,06.26.86.43.06,02.43.34.31.74,Gestion libre : None  Autres infos : La formule semaine inclut un forfait électricité de 10kw/jour sur les Petit et Mimi gîtes ; un forfait gaz de 5kw/jour pour le Grand gîte.  Taxe de séjour : Non incluse Location draps : Inclus et les lits sont faits Ménage fin de séjour : Week-end 85€ - Semaine 110€ - pour les 3 gîtes Animaux : Non admis Chèques vacances : Oui,"
Bienvenue au Gite De Cinq Ans où nous vous accueillons dans 3 maisons indépendantes. Nos hébergements ont été rénovés dans le respect de l'écologie, les matériaux sont naturels, la qualité est présente, le rendu des murs enduits de chaux et la déco personnalisée dans les camaïeux très nature de gris et blanc donnent un charme unique à nos gites. Par ailleurs, le calme, la proximité des commerces et des équipements de loisirs et randonnée, l'offre culturelle de la région, tout est réuni pour vous offrir un séjour de qualité."
Gîte de l'Hermitage,20,384 km,383838,3 hours 28 mins,12472,3 hours 26 mins,12359,"17 Rue de Bellevue, 44290 Guémené-Penfao, France","47.6271364,-1.8175507",http://www.grandsgites.com/gite-44-l-hermitage-59.htm,,,02.40.79.23.48,"Gestion libre : None  Autres infos : De octobre à juin : + 2 €/pers. pour le chauffage en +  Taxe de séjour : 0,30 €/pers./nuit Location draps : None Ménage fin de séjour : 95 € Animaux : Non Chèques vacances : Oui","
Dans un cadre de verdure, au Pays des Trois Rivières, gite de groupe de 400 m² pour 20 personnes à 30 mn de Nantes, 30 mn de Rennes, 45 mn de la Baule. Repas en groupe possible jusqu'à 35 personnes. Possibilités de couchages supplémentaire en mobile-home ou tentes. Sur le site, piscine chauffée de mi-juin à fin septembre (selon la météo) avec un toboggan aquatique."
Le Logis de Bourseguin,20,438 km,437663,3 hours 50 mins,13807,3 hours 47 mins,13641,"7 Rue du Logis, 85200 Bourneau, France","46.549763,-0.8325",http://www.grandsgites.com/gite-85-logis-bourseguin-1643.htm,,06.77.73.35.00,02.51.00.06.61,Gestion libre : None  Autres infos : Nous consulter pour un tarif précis.  Taxe de séjour : Incluse Location draps : Inclus Ménage fin de séjour : Inclus Animaux : Non admis Chèques vacances : Oui,"
En sud Vendée à côté de la forêt de Mervent, entre La Rochelle, le Marais Poitevin et le Puy du Fou, Le Logis de Bourseguin se compose de deux gîtes. Le Logis, grand gîte élégant et spacieux avec 5 chambres pour 12 personnes et Les Lavandes, gîte tout confort pour 7 personnes situé dans la cour du Logis. Vous pourrez profiter de notre belle piscine chauffée et du grand parc clos et arboré avec ses activités pour tous: jeux d'enfants, badminton, croquet, trampoline et ping-pong,... et beaucoup d'espace pour se détendre. Des vélos vous sont proposés gratuitement pour la découverte du bocage et de la forêt."
Domaine Saint-Sauveur,108,391 km,390724,3 hours 38 mins,13089,3 hours 36 mins,12959,"Saint-Sauveur, 85390 Mouilleron-en-Pareds, France","46.678509, -0.841419",http://www.grandsgites.com/gite-85-domaine-saint-sauveur-3354.htm,,07.89.58.51.02,02.51.87.56.78,"Gestion libre : Nous consulter Demi-pension : Nous consulter  Autres infos : Tarifs sur demande selon particuliers, groupes, classes découvertes ou colonie sous convention.  Taxe de séjour : 0,44 €/nuit/pers. Location draps : Non inclus Ménage fin de séjour : Non inclus Animaux : Non admis Chèques vacances : Non","
Ancien centre de formation de séminaristes Construit en 1843, le Domaine Saint-Sauveur a été transformé en centre d'hébergement et restauration tous publics par la Communauté de Communes de La Châtaigneraie. Aujourd'hui, il permet d'accueillir tout au long de l'année tous types d'événements (mariage, fête familiale, marché à thème, séminaire d'entreprise, spectacle, etc.), pour tous publics (particuliers, scolaires avec ou sans programme d'animation, colonie, CE, groupe divers, etc.). Sur un parc de 1 hectare entièrement clos, nous disposons également d'un sous-bois ombragé abritant un mini-golf ainsi qu'un bowling extérieur."
Le Moulin du Bas Coudray,29,267 km,266948,2 hours 21 mins,8475,2 hours 20 mins,8384,"Passage À Niveau de Lesnaudie, 53940 Le Genest-Saint-Isle, France","48.091713,-0.902716",http://www.grandsgites.com/gite-53-bas-coudray-2429.htm,,06.86.69.77.37,02.43.02.13.99,Gestion libre : None  Taxe de séjour : Incluse Location draps : Non inclus Ménage fin de séjour : Non inclus Animaux : Admis Chèques vacances : Oui,"
Bienvenue au gite du Bas Coudray, un ancien moulin au bord du Vicoin dans la campagne Genestoise. Vous apprécierez sans doute le plancher vitré du salon permettant de voir passer l'eau sous ses pieds. Le site est verdoyant, reposant calme, la roue du moulin tourne au gré du courant, le lieu est idéal pour se retrouver en famille, profiter de ses amis et faire la fête. Un chapiteau pouvant accueillir 130 personnes est disponible. Piscine chauffée semi couverte 10 x 5m en option à partager avec les propriétaires."
Domaine Les Rousselières,50,430 km,430222,3 hours 46 mins,13569,3 hours 44 mins,13419,"Unnamed Road, 85340 Olonne-sur-Mer, France","46.540834, -1.734562",http://www.grandsgites.com/gite-85-domaine-rousselieres-2962.htm,,06.44.30.62. 40,02.51.95.33.08," Autres infos : Nous contacter pour un devis personnalisé suivant la formule choisie.  Taxe de séjour : 0,33 €.pers./nuit Location draps : 10 € Ménage fin de séjour : En option Animaux : Admis Chèques vacances : Oui","
Idéalement situé à 5 mn des Sables d'Olonne et de toutes visites, activités culturelles et sportives (terre et mer). Le Domaine Les Rousselières, c'est l'alliance de la nature et de la mer. La quiétude du lieu vous invite à la détente. Mettez le quotidien entre parenthèses pour le temps que vous aurez choisi (location à partir d'une nuitée). 50 couchages vous attendent, répartis en 5 gites à la décoration soignée et 3 mobil homes tout confort. Attenante aux hébergements, une salle de réception (60 pers.) avec vaisselle, cuisine équipée. Pas de limite d'horaire. Le tout au cœur d'un parc de 2 ha luxuriant et fleuri avec piscine chauffée de juin à septembre. Ping pong, badminton et balançoires. Le parc accueille également nos chevaux et poneys pour la joie de tous."
Domaine des fours à chaux,26,303 km,302705,2 hours 47 mins,10049,2 hours 46 mins,9949,"Unnamed Road, 49400 Saumur, France","47.229580, -0.028163",http://www.grandsgites.com/gite-49-fours-chaux-3331.htm,,06.19.92.13.20,02.41.67.09.02," Autres infos : De 380 € à 2500 € ; nombreuses possibilités de 3 à 26 personnes, avec ou sans salle de réception, suivant période. Devis détaillé sur demande.  Taxe de séjour : Non incluse Location draps : Non inclus Ménage fin de séjour : Non inclus Animaux : Admis 30 € Chèques vacances : Non","
A Saumur (3 km du centre ville) au cœur du vignoble, en lisière de foret, avec une vue merveilleuse sur la vallée de la Loire, au centre d'un parc de 8 ha, ensemble de deux maisons tout confort avec salle de réception entièrement équipée attenante (30/60 personnes assises)."
Gites de la Douce Vie,45,252 km,252040,2 hours 21 mins,8485,2 hours 21 mins,8435,"Route de Châteauneuf, 49330 Contigné, France","47.722079, -0.517775",http://www.grandsgites.com/gite-49-douce-vie-2266.htm,,06.70.06.80.97,02.41.69.71.65,Gestion libre : None  Taxe de séjour : Incluse Location draps : Inclus Ménage fin de séjour : 340 € Animaux : Admis Chèques vacances : Oui,"
45 couchages sur place dans longère restaurée au charme alliant avec finesse vieilles pierres et atmosphère très chaleureuse. Jardin clos avec longère et bâtisse dans un cadre verdoyant. Ce gite est idéal pour les mariages, anniversaires, grandes réunions de famille, sorties à thème. Tout équipé (draps, serviettes, produits ménagers, chauffages...). Parking privé, pas de limite d'horaires nocturnes."
Thomas' Ranch - Thom' House,12,254 km,254235,2 hours 24 mins,8642,2 hours 23 mins,8592,"Unnamed Road, 49330 Contigné, France","47.715479,-0.53698",http://www.grandsgites.com/gite-49-thom-house-1101.htm,,06.70.06.80.97,02.41.69.71.65,"Gestion libre : None Nuit + Petit-déj : + 7 €/pers.  Autres infos : En option :  Taxe de séjour : Incluse Location draps : Inclus Ménage fin de séjour : 120 € Animaux : Non admis, sauf chevaux Chèques vacances : Oui","
Sans limite d'horaires nocturnes, près des rives de la Sarthe, gîte de charme au coeur d'un ranch de 70 ha alliant avec finesse vieilles pierres et atmosphère très chaleureuse. Grand gîte tout confort avec cheminée dans la pièce de vie (80m²), véritable four à pain en fonctionnement dans le gîte pour cuire vos fouées. Levé de soleil sur les pairies. Profitez de notre élevage de chevaux américains quarter horse pour vous faire plaisir en équitation western. Selon la saison, soins aux animaux dont notre élevage de vaches Salers (aux longues cornes) et des animaux de la ferme."
Domaine la Batière,26,430 km,429842,3 hours 46 mins,13532,3 hours 43 mins,13371,"La Batière, 85200 Sérigné, France","46.499829,-0.872561",http://www.grandsgites.com/gite-85-batiere-1356.htm,,06.15.44.34.25,02.51.50.06.78,Gestion libre : N'hésitez pas à nous consulter pour un devis gratuit.  Taxe de séjour : Incluse Location draps : 15 € Ménage fin de séjour : 210 € (optionnel) Animaux : Admis avec accord du propriétaire Chèques vacances : Oui,"
Les gîtes sont situés en bordure de la rivière la Longèves avec vue surplombant cette magnifique vallée d'où se dégage une sensation de paix et de tranquillité. Dans le gîte la Bourrine une salle permet les repas en commun pour 26 personnes, la grande piscine de 12mx6m est couverte et chauffée et est baignable à partir de mi mars jusqu'à la Toussaint, l'eau y est maintenue à un minimum de 27° du 15 avril au 15 octobre, l'abri haut permet la circulation intérieure et le repos sur les bains de soleil. La piscine est privée aux groupes à partir de 18 personnes, vaste terrain de jeux, terrain de boules, table de ping pong."
Les gites du Poiron,17,434 km,434453,3 hours 48 mins,13694,3 hours 45 mins,13527,"Unnamed Road, 85200 Pissotte, France","46.517665,-0.800613",http://www.grandsgites.com/gite-85-poiron-900.htm,,06.27.23.25.04,02.51.69.20.27,Gestion libre : None  Autres infos : Les animaux sont admis après accord préalable avec les propriétaires.  Taxe de séjour : Incluse Location draps : Inclus Ménage fin de séjour : 97 € Animaux : Admis Chèques vacances : Oui,"
Dans le sud Vendée, à l'orée de la magnifique forêt de Mervent, nos deux gites ""les 3 merlettes d’argent"" et ""les mésanges"" sont idéalement situés pour escapades et randonnées dans cette jolie forêt de près de 5000 Ha. Activités variées dans les environs et calme sur place dû à la location sur la propriété du château du Poiron. Le gite ""les 3 merlettes d’argent"" est doté d'une salle vie d'environ 40m², il est possible d'y organiser toute sorte de séjours, tels weekends rando, réunions de famille, retrouvailles entre amis... Les deux gites peuvent à eux deux confortablement accueillir 16/17 personnes et peuvent  aisément se combiner à notre gite de groupe ""la grange"" qui se trouve à proximité sur la propriété."
Domaine de la Courillère,23,373 km,373446,3 hours 25 mins,12277,3 hours 23 mins,12156,"La Courillere, 85510 Le Boupère, France","46.799793, -0.916754",http://www.grandsgites.com/gite-85-domaine-courillere-3291.htm,,,06.87.02.35.81,"Gestion libre : None  Autres infos : Tarifs ci dessus sur une base de 23 couchages donnés à titre indicatifs. Devis sur demande.  Taxe de séjour : 0,60 €/pers./nuit Location draps : Inclus Ménage fin de séjour : Non inclus Animaux : Non admis Chèques vacances : Oui","
Bienvenue au Domaine de la Courillère avec sa longère rénovée en 2012 et sa nouveauté 2016 des kotas finlandais (chalet en bois). Nous sommes situés au cœur du bocage vendéen située à 10mn du Puy du fou, 45 mn de la mer et 1h des marais poitevin. Le lieu est propice au repos et la nature environnante permet de se ressourcer en famille et entre amis. Et détendez-vous en faisant une séance dans notre jacuzzi sous une cabane en bois. 
Le Domaine peut aussi vous accueillir pour des séminaires avec sa salle de 100m²."
Hébergement du verger,64,282 km,282277,2 hours 30 mins,8991,2 hours 29 mins,8930,"3 Avenue des Cadets de Saumur, 49350 Gennes, France","47.341882, -0.231824",http://www.grandsgites.com/gite-49-hebergement-verger-549.htm,,,02.41.51.41.38,"Gestion libre : Location de tout l'ensemble  Nuit : 16 €  Nuit + Petit-déj : 21 €  None None None Dernière minute sur week-end de février et mars en gestion libre : 1300 € au lieu de 1600 €.  Autres infos : Formule petit déjeuner proposée à partir de 20 personnes.  Taxe de séjour : 0,50 €/nuit/pers.
 Location draps : 5 € Ménage fin de séjour : 200 € Animaux : Admis Chèques vacances : Oui","
Location du site avec salles, hébergement sans restauration."
Le Fief des Cordeliers,36,303 km,302668,2 hours 43 mins,9769,2 hours 41 mins,9666,"1 Bellevue, 49570 Montjean-sur-Loire, France","47.38618,-0.851152",http://www.grandsgites.com/gite-49-fief-cordeliers-1418.htm,,,02.41.43.96.09, Autres infos : Trois formules de location:  Taxe de séjour : Incluse Location draps : Inclus Ménage fin de séjour : Inclus Animaux : Non admis Chèques vacances : Oui,"
Dans la vallée de la Loire, à 20km d'Angers et au cœur du vignoble d'Anjou, le Fief des Cordeliers surplombe la Loire offrant un panorama unique s'étendant sur plus de 20km. Nous accueillons toute l'année des groupes en formule gîte ou nuit + petit déjeuner. Une grande piscine extérieure, chauffée de Mai à Septembre, et des espaces pique-nique complètent notre offre touristique. De nombreux sites de visites proches du Fief, la ville d'Angers, le château de Serrant, la château de Brissac, ainsi que les vignobles de l'Anjou (coteaux de la Loire, coteau du Layon, Aubance, Savennières, Chaume etc) sont à découvrir. Le circuit de la Loire à vélo passe à quelques centaines de mètres du Fief. Possibilité de sortie en calèche par vignes et vallées, de vol en montgolfière, de dégustation de vins bien sûr, de ballade sur la Loire en bateau promenade ou en canoë. Les activités ne manquent pas."
La Baronnerie,48,391 km,390979,3 hours 28 mins,12505,3 hours 26 mins,12376,"La Baronnerie, 44680 Chéméré, France","47.1326422,-1.8434766",http://www.grandsgites.com/gite-44-baronnerie-504.htm,,,02.40.02.77.57,Gestion libre : .Semaine : de 12 à 18 €/pers./jour Nuit + Petit-déj : .Semaine : de 19 à 23 €/pers./jour Demi-pension : .Semaine : 28 €/adulte/jour Pension complète : .Semaine : 38 €/adulte/jour  Autres infos : Vous pouvez retrouvez les tarifs plus détaillés sur notre site Internet.  Taxe de séjour : Incluse Location draps : 2 € Ménage fin de séjour : de 70 à 90 € Animaux : Oui Chèques vacances : Oui,"
La Baronnerie est un gîte situé en campagne entre Nantes et Pornic. Cécile et son équipe vous accueillent pour vos vacances, vos séminaires ou vos réceptions dans les trois salles et les 12 chambres. "
Manoir du Gravier,22,224 km,223997,1 hour 59 mins,7164,1 hour 59 mins,7120,"72800 Aubigné-Racan, France","47.672869,0.264407",http://www.grandsgites.com/gite-72-manoir-gravier-2500.htm,,06.46.25.51.35,02.43.46.20.61,"Gestion libre : None  Autres infos : Les lits sont faits à votre arrivée.  Taxe de séjour : 0,55 €/pers./nuit Location draps : Inclus Ménage fin de séjour : 120 € Animaux : Admis Chèques vacances : Non","
Bienvenue au Manoir du Gravier où nous vous accueillons avec plaisir le temps d'un week-end pour faire une pause ou pour une semaine de vacances. Notre manoir du XVIII siècle a été restauré et dispose du confort nécessaire pour votre plaisir. A l'extérieur, un parc avec étang, une piscine privée, une table de ping-pong, un baby-foot et encore d'autres équipements vous attendent.  "
La Choletière,23,358 km,358299,3 hours 15 mins,11694,3 hours 13 mins,11579,"Unnamed Road, 85500 Les Herbiers, France","46.888451, -0.982624",http://www.grandsgites.com/gite-85-choletiere-2460.htm,,06.21.11.15.70,02.51.67.33.89,"Gestion libre : None  Autres infos : Tarifs ci-dessus sur une base de 23 couchages donnés à titre indicatifs, devis sur demande.  Taxe de séjour : Non incluse Location draps : Inclus Ménage fin de séjour : Non inclus Animaux : Admis 10 €/chien Chèques vacances : Oui","
A mi-chemin entre Les Herbiers et le Puy du Fou, notre bâtiment de ferme de 200m² en pierres est réhabilité en chambres et salle de réception. D'autre part, 110 m² de notre maison d’habitation avec une entrée indépendante est également à votre disposition. Chaque famille peut disposer d'un espace privatif et profiter de la salle de réception avec cuisine professionnelle et sanitaires accessibles PMR. Les rassemblements jusqu'à cinquante personnes à table sont possibles. Que ce soit pour une visite au Puy du Fou ou un tout autre motif, vous pouvez choisir une formule libre, avec petit-déjeuner oubien ponctuellement avec repas. La Choletière se situe en plein bocage vallonné à huit kilomètres de la sortie de l'autoroute A87 .
"
Gîtes La Huberderie,28,306 km,306078,2 hours 53 mins,10373,2 hours 51 mins,10287,"La Huberdrie, 53390 La Rouaudière, France","47.821582, -1.196253",http://www.grandsgites.com/gite-53-huberderie-2650.htm,,06.45.99.08.69,02.43.70.14.45,Gestion libre : None Nuit : 28 €  Autres infos : Forfait chauffage du 15 octobre au 31 mars: 38 €/jour pour la location du gîte complet.   Taxe de séjour : Incluse Location draps : 10 €/lit Ménage fin de séjour : 195 € pour les 4 gites Animaux : Non admis Chèques vacances : Oui,"
Au détour d’une petite route sinueuse, venez découvrir le charme rupestre et l’authenticité d’un lieu préservé du temps... Pour les amoureux des vieilles pierres et ceux qui recherchent calme et tranquillité. Une invitation à l’oisiveté.
Cet ancien relais de chasse en pleine nature du XVIIème siècle offre 28 couchages. Isolé de près d’un kilomètre de toute autre habitation, c'est également le lieu idéal pour vos stages, réunions et séminaires."
La Chicaudière,35,233 km,233384,2 hours 16 mins,8153,2 hours 15 mins,8109,"La Chicaudière, 49490 Broc, France","47.587283,0.205478",http://www.grandsgites.com/gite-49-chicaudiere-1864.htm,,06.19.01.63.50,02.41.82.15.69.,Gestion libre : None  Autres infos : Chauffage compris.  Taxe de séjour : Incluse Location draps : 3 € Ménage fin de séjour : 100 € Animaux : Non admis Chèques vacances : Oui,"
Le gite de la Chicaudière, situé aux confins de l'Anjou et de la Touraine, domine la vallée de la Maulne dans un cadre de verdure où règne un calme et une tranquillité absolue. Le gite est aménagé dans les dépendances d'un manoir du XVIème siècle. Nous accueillons toute l'année des groupes familiaux, scolaires ou professionnels en gestion libre ou pension complète. Possibilité d'équitation sur place, GR 36 à proximité et nombreux sites à visiter aux alentours."
La Vergne Neuve,20,433 km,433339,3 hours 51 mins,13836,3 hours 48 mins,13672,"La Vergne Neuve, 85670 Saint-Christophe-du-Ligneron, France","46.802826, -1.785239",http://www.grandsgites.com/gite-85-vergne-neuve-2954.htm,,06.82.94.61.02,02.51.93.32.52,"Gestion libre : None  Taxe de séjour : 0,24 €/nuit/pers. Location draps : 8 € Ménage fin de séjour : 100 € + 40 € Animaux : Non admis Chèques vacances : Oui","
Agréable gites de groupe de 20 personnes (15 couchages + 5 couchages) en gestion libre. Une convivialité sans égal pour prendre vos repas tous ensemble dans la grande salle. 6 chambres avec salles d'eau indépendantes. A moins de 20 mn des belles plages de Vendée. Un étang de 3 Ha sur place pour le plaisir des pêcheurs. Sport nautique de groupe à 5 mn. Pour l’émerveillement des enfants, les animaux à découvrir sur la ferme en activité."
Domaine de Buchenois,29,431 km,430741,3 hours 52 mins,13937,3 hours 50 mins,13814,"Rue de l'Ouche Franche, 85580 Saint-Denis-du-Payré, France","46.424173,-1.278208",http://www.grandsgites.com/gite-85-domaine-buchenois-1942.htm,,06.77.81.74.76,02.51.56.94.40,Gestion libre : None  Autres infos : Il est important de nous interroger afin d'obtenir un devis spécifique et adapté à vos besoins.  Taxe de séjour : Incluse Location draps : 12 €/pers. Ménage fin de séjour : Non inclus Animaux : Non admis Chèques vacances : Oui,"
Blottis au cœur de 25 hectares de prairies, bois et haies bocagères, Buchenois se dévoile pour vous 
accueillir durant vos séjours, ou week-end. En famille, entre amis, en séminaires, lors de mariage, de départ à la retraite ou d'entrée dans la vie... il y a toujours un prétexte à se retrouver pour faire la fête.
Buchenois c'est cinq gites indépendants qui s'articulent autour d'une salle de 100m² avec terrasse de
75m2 couverte d'un barnum de mai à octobre. Un cadre champêtre et paisible où vous côtoierez, cigognes, hérons, milans noirs, ou chevreuil selon la saison ainsi que chevaux et poneys qui y séjournent à l'année."
Les P'tites Maisons dans la Prairie,67,417 km,416518,3 hours 46 mins,13587,3 hours 44 mins,13459,"110 Rue de Beauvoir, 85300 Sallertaine, France","46.862010, -1.910349",http://www.grandsgites.com/gite-85-maisons-prairie-3148.htm,,06.52.72.52.30,02.51.93.11.47,"Gestion libre : Nous consulter  Autres infos : Nos tarifs varient en fonction de la période, nous consulter.  Taxe de séjour : 0,56 €/nuit/pers. Location draps : Non inclus Ménage fin de séjour : Non inclus Animaux : Admis Chèques vacances : Oui","
Village de gites et chalets dans un camping avec piscine couverte et chauffée d'avril à octobre, petit bain relaxant et mini golf. 7 gîtes séparés que par quelques dizaines mètres sur un même lieu et 4 chalets. Sur place une salle de réception pour accueillir 100 à 120 personnes, avec tous les équipements possibles pour la réussite de votre événement, réunion de famille, réunion d’un groupe d’amis, une réception, un mariage. La salle est disponible toute l'année sauf en juillet et août. Nous sommes situés à moins de 15 mn de Saint Jean de Monts, Saint Gilles Croix de Vie et à 25 mn de l’île de Noirmoutier. "
Gîte et Nature,31,370 km,370263,3 hours 23 mins,12184,3 hours 21 mins,12081,"7001 La Fontaine des Coteaux, 44190 Boussay, France","47.0410522,-1.1923599",http://www.grandsgites.com/gite-44-gite-et-nature-149.htm,,,02.40.31.13.30,Gestion libre : Devis par retour de mail sur demande.  Taxe de séjour : None Location draps : None Ménage fin de séjour : None Animaux : None Chèques vacances : Oui,"
Venez vous ressourcer dans nos gîtes écologiques implantés sur le coteau ensoleillé dominant la Sèvre en Vallée de Clisson. Groupes de 20 à 50 pers. pour séminaires, réunions familiales ou entre amis avec large piscine chauffée par capteurs solaires."
Gîte Le petit Greffier,27,155 km,155056,1 hour 31 mins,5487,1 hour 31 mins,5442,"Le Petit Greffier, 72160 Tuffé, France","48.125211, 0.524040",http://www.grandsgites.com/gite-72-petit-greffier-3348.htm,,06.09.35.71.25,02.43.76.61.18,Gestion libre : None  Taxe de séjour : Incluse Location draps : 9 € Ménage fin de séjour : Inclus Animaux : Admis Chèques vacances : Oui,"
Gîte Le Petit Greffier situé à Tuffé dans la Sarthe à 30 km du Mans avec une piscine chauffée, ouverte du 1er mai au 30 septembre. C'est un endroit idéal pour vos réceptions familiales, professionnelles ou vacances. Salle de 35 personnes avec tables, cuisine toute équipée, vaisselle, 9 chambres, 8 salles de Bain. Location semaine ou week-end."
Gite L'Ecotay,50,207 km,207346,2 hours 1 min,7255,2 hours 0 mins,7177,"L'Ecottay, 72240 Tennie, France","48.099739, -0.119773",http://www.grandsgites.com/gite-72-ecotay-3069.htm,,,06.76.64.04.13,Gestion libre : Le gite est compris avec 22 couchages:  1800 €  Autres infos : Pour tout autres renseignements me contacter.  Taxe de séjour : Incluse Location draps : Inclus Ménage fin de séjour : 300 € Animaux : Admis Chèques vacances : Non,"
Gite de groupe en Sarthe situé dans la région Pays de Loire. Vous passerez un agréable séjour, pour mariage, anniversaire, séminaire, ou tout autres évènements, location du mercredi 10 h au lundi 18 h. Notre gite est situé à 30 km du Mans, et 200 km de Paris (Autoroute sortie Le Mans Nord). Salle de 30 à 140 personnes, avec tables rectangles ou rondes, vaisselles à votre disposition, cuisine professionnel, chambre froide, armoire frigorifique, accès wifi. Draps pour couchages compris, ainsi que le papiers toilettes et produits d'entretiens. A l'extérieur vous avez barbecue, terrain de boule, espace vert, possibilité camping car, caravane ; toile de tente. Gite accessible aux personnes à mobilité réduite ."
Ferme Domaniale des Faucheries,100,222 km,222122,2 hours 0 mins,7180,1 hour 59 mins,7122,"Les Faucheries, 72350 Saint-Denis-d'Orques, France","48.052898,-0.273414",http://www.grandsgites.com/gite-72-les-faucheries-101.htm,,,06.95.87.94.15,"Gestion libre : None  Autres infos : Location forfaitaire pour un week-end ordinaire (du vendredi 17h au dimanche 18h, horaires flexibles selon disponibilités), un week-end prolongé (Pentecôte, Nouvel An, etc...), un midweek (lundi au vendredi) ou à la semaine.  Taxe de séjour : Non incluse Location draps : Non Ménage fin de séjour : 250 € Animaux : Oui Chèques vacances : Oui","
Grand gîte isolé au milieu de la forêt de la Grande Charnie, surplombant un lac de 22 Ha, à 2 h de Paris et 35 mm du Mans. Les Faucheries comportent une salle de réception pour 130 personnes, 17 chambres, studios et lofts pouvant héberger jusqu'à 100 personnes. Traiteur et loisirs de groupe sur place."
Gite Le Vau,25,298 km,298261,2 hours 39 mins,9513,2 hours 37 mins,9439,"6 Place du Pont, 49190 Saint-Aubin-de-Luigné, France","47.325167,-0.66404",http://www.grandsgites.com/gite-49-le-vau-2109.htm,,06.84.45.19.32,09.53.47.69.30,Gestion libre : None  Autres infos : Nous vous proposons la location de pack serviette de toilette (grand + moyenne) pour 5 €/pers./semaine et la location de raquette de tennis.  Taxe de séjour : Non incluse Location draps : Inclus Ménage fin de séjour : A partir de 95 € (en option) Animaux : Non admis Chèques vacances : Non,"
Le gite Le Vau est une propriété exposée plein sud aux portes du layon dans un environnement enchanteur et reposant, cette demeure se situe à 20mn d'Angers, sur une commune située au cœur des vignes à deux pas de la Loire. Ce charmant gîte pouvant accueillir jusqu'à 25 personnes et lits bébé a été non seulement rénové avec goût gardant le charme local des poutres et des pierres apparentes mais est aussi équipé pour rendre vos week-ends et vacances un vrai bonheur avec sa piscine chauffée de mai à septembre (soumis aux conditions météorologiques) avec terrasse ou vous pourrez même siroter un petit verre de coteau layon, vin liquoreux local), son court de tennis, sa vaste salle de jeu avec billard, jeux de société et baby foot, les équipements intérieur et les jeux extérieurs ou les enfants pourront jouer en toute sécurité. Elle est idéale pour vos réunions familiales, vacances et week-end entre amis. Sur 1,5 ha de terre vous pourrez également y préparer des cérémonies. Au rez de Chaussée se trouvent 3 vastes pièces de vie, une salle à manger, un salon avec non seulement plusieurs canapé cuir luxueux mais aussi un grand écran plat avec les chaines françaises et anglaises, une wii et une salle de jeux, et une 4ème pièce la cuisine toute équipée avec la batterie de cuisine, frigo, congélateur, lave linge, sèche linge, lave vaisselle, piano de cuisson, micro onde... "
Gite de Trêves,18,288 km,288295,2 hours 38 mins,9498,2 hours 37 mins,9437,"Unnamed Road, 49350 Chênehutte-Trèves-Cunault, France","47.311323, -0.199380",http://www.grandsgites.com/gite-49-gite-treves-502.htm,,06.80.33.57.81,02.41.67.92.43,"Gestion libre : None  Taxe de séjour : Inclus
 Location draps : Non inclus Ménage fin de séjour : Non inclus Animaux : Non Chèques vacances : Non","
Gite dans une ancienne ferme, en lisière de forêt, à 2 km de la Loire et du village de Trêves, à proximité du chemin GR3 à 10km de Saumur."
Guibouleraies Portes d'Anjou,36,316 km,315645,2 hours 55 mins,10522,2 hours 54 mins,10432,"18 Rue Victor Lassalle, 49440 Candé, France","47.558575,-1.042082",http://www.grandsgites.com/gite-49-guibouleraies-2162.htm,,06.80.90.01.55,02.41.92.88.82," Autres infos : Devis en fonction du nombre de personnes, durée et options  Taxe de séjour : None Location draps : None Ménage fin de séjour : None Animaux : Nous consulter Chèques vacances : Oui","
Pratique, convivial, verdoyant: les deux grands gîtes reliés du Clos des Guibouleraies sont le lieu idéal pour vos rassemblements familiaux, amicaux ou séminaires professionnels. Le plus: un jardin privatif clos et accès à un parc de 2 hectares et des jardins à thèmes (labyrinthe végétal, conservatoire de menthes). Des salles de réception adaptables à vos besoins. Capacité: de 20 à 150 personnes assises. Nous pouvons nous charger des petits-déjeuners et repas ou vous laisser la gestion libre. Nous sommes situés entre Angers et Nantes dans la vallée de la Loire. Liaisons cars SNCF (40 mn) depuis la gare d'Angers. Il est possible de venir sans voiture."
